id,BIRTH,AGE,HOMEKIDS,YOJ,INCOME,MSTATUS,GENDER,EDUCATION,OCCUPATION,TRAVTIME,BLUEBOOK,TIF,CAR_TYPE,OLDCLAIM,CLM_FREQ,MVR_PTS,CAR_AGE
200,2-Nov-03,17,3,1,"$38,451 ",No,F,Masters,Professional,23,"$20,118 ",5,Minivan,"$22,997 ",0,0,5
201,1-Mar-99,21,0,13,"$80,740 ",No,F,PhD,Lawyer,38,"$29,629 ",2,Van,"$15,253 ",0,7,3
202,5-Dec-76,44,1,7,"$51,841 ",No,M,Masters,Lawyer,22,"$14,946 ",13,Minivan,"$4,888 ",1,4,0
203,27-Oct-00,20,3,8,"$124,823 ",No,F,Bachelors,Home Maker,45,"$36,274 ",8,SUV,"$10,876 ",0,10,3
204,6-Sep-85,35,0,1,"$107,865 ",Yes,F,PhD,Student,26,"$36,135 ",2,SUV,"$2,928 ",0,0,7
205,9-Oct-72,48,0,6,"$54,381 ",Yes,M,Masters,Student,17,"$38,732 ",10,Panel Truck,"$4,743 ",0,4,12
206,1-Nov-83,37,3,1,"$138,358 ",Yes,F,Masters,Blue Collar,32,"$19,061 ",7,Pickup,"$18,529 ",0,6,9
207,27-Jun-01,19,3,4,"$53,776 ",No,M,High School,Home Maker,37,"$29,060 ",4,SUV,"$9,346 ",2,9,9
208,16-Sep-78,42,0,13,"$70,052 ",No,F,Bachelors,Home Maker,12,"$23,054 ",11,Minivan,"$22,945 ",1,8,3
209,5-Jun-71,49,0,5,"$106,361 ",No,F,PhD,Lawyer,23,"$22,158 ",1,Van,"$19,848 ",1,8,15
210,24-Apr-93,27,4,9,"$110,918 ",No,M,Bachelors,Doctor,30,"$20,347 ",7,Pickup,$814 ,0,2,1
211,10-Oct-76,44,0,11,"$143,922 ",Yes,M,Bachelors,Student,39,"$36,888 ",11,Sports Car,"$20,478 ",0,7,4
212,20-May-75,45,0,2,"$75,329 ",Yes,F,Bachelors,Home Maker,17,"$24,886 ",14,Pickup,"$5,488 ",0,1,7
213,1-Aug-74,46,2,2,"$43,481 ",No,F,High School,Manager,22,"$37,423 ",2,Minivan,"$4,423 ",0,2,10
214,30-Oct-86,34,3,11,"$119,838 ",Yes,M,Masters,Home Maker,36,"$16,295 ",12,Minivan,"$2,075 ",0,9,14
215,22-Jun-97,23,0,11,"$41,801 ",Yes,F,Masters,Clerical,15,"$25,275 ",7,Pickup,"$19,459 ",0,3,5
216,19-Jul-88,32,2,6,"$139,433 ",No,M,Bachelors,Professional,27,"$31,944 ",3,Sports Car,"$23,267 ",0,4,9
217,19-Dec-82,38,0,10,"$43,413 ",Yes,F,High School,Home Maker,17,"$35,703 ",5,SUV,"$13,061 ",0,2,8
218,3-Oct-71,49,3,5,"$73,124 ",No,F,Masters,Home Maker,21,"$39,620 ",13,Van,"$19,352 ",0,7,1
219,3-Nov-83,37,0,5,"$93,797 ",Yes,F,High School,Home Maker,44,"$28,054 ",7,Sports Car,"$4,094 ",0,7,11
220,26-May-88,32,0,5,"$96,334 ",No,F,Bachelors,Blue Collar,36,"$33,501 ",14,Minivan,"$13,479 ",0,7,8
221,11-Dec-01,19,3,10,"$136,747 ",No,F,PhD,Student,29,"$20,116 ",6,Pickup,"$13,910 ",2,7,15
222,29-Sep-72,48,0,0,"$74,997 ",Yes,F,Masters,Blue Collar,15,"$14,719 ",8,Sports Car,"$10,665 ",0,3,4
223,1-Aug-66,54,2,4,"$146,765 ",Yes,F,High School,Lawyer,15,"$17,208 ",11,Minivan,"$6,660 ",1,0,13
224,26-Jan-95,26,0,1,"$74,305 ",No,M,High School,Home Maker,11,"$14,679 ",11,Pickup,"$13,651 ",2,4,2
225,3-Nov-76,44,2,4,"$75,099 ",No,F,Bachelors,Professional,35,"$32,137 ",9,SUV,"$15,843 ",1,5,5
226,24-Dec-89,31,2,10,"$32,123 ",No,M,PhD,Doctor,13,"$33,165 ",3,SUV,"$8,643 ",0,1,3
227,21-Mar-87,33,0,11,"$106,752 ",Yes,F,Bachelors,Manager,41,"$35,845 ",6,Pickup,"$25,848 ",3,10,8
228,16-Jun-02,18,3,8,"$126,223 ",No,M,Masters,Student,16,"$14,647 ",8,Pickup,"$12,554 ",0,3,0
229,7-Nov-91,29,1,12,"$69,538 ",Yes,M,Bachelors,Blue Collar,17,"$22,242 ",4,Minivan,"$9,530 ",0,6,15
230,2-Aug-74,46,1,3,"$82,147 ",Yes,F,Masters,Student,28,"$14,167 ",9,Pickup,"$25,383 ",0,0,14
231,1-Oct-81,39,2,13,"$38,968 ",No,M,PhD,Home Maker,16,"$14,641 ",8,Van,"$8,346 ",3,10,9
232,15-Aug-87,33,0,0,"$53,616 ",Yes,M,High School,Doctor,37,"$21,887 ",1,SUV,"$26,552 ",0,9,12
233,28-Jul-90,30,0,12,"$118,865 ",No,F,High School,Student,26,"$36,653 ",13,Sports Car,"$14,522 ",0,4,14
234,2-Sep-99,21,1,5,"$52,781 ",Yes,M,Bachelors,Student,22,"$22,656 ",6,Minivan,"$4,419 ",2,10,1
235,8-May-00,20,0,9,"$117,597 ",Yes,M,Masters,Doctor,21,"$15,277 ",12,Minivan,"$3,620 ",1,0,2
236,14-Jun-02,18,3,13,"$65,850 ",No,M,PhD,Clerical,16,"$20,712 ",3,Minivan,"$11,470 ",0,0,10
237,24-Dec-84,36,0,13,"$35,899 ",Yes,F,Bachelors,Professional,33,"$36,141 ",14,Panel Truck,"$4,747 ",0,7,10
238,5-Apr-73,47,2,1,"$95,031 ",Yes,M,High School,Professional,18,"$25,599 ",5,Sports Car,"$13,385 ",0,10,0
239,17-Jun-73,47,0,4,"$83,576 ",No,F,Masters,Doctor,38,"$26,096 ",6,Minivan,"$20,816 ",0,6,5
240,21-Sep-90,30,0,4,"$127,082 ",No,F,Masters,Blue Collar,23,"$15,753 ",7,SUV,"$13,303 ",0,0,3
241,16-Oct-75,45,1,12,"$146,488 ",Yes,M,Bachelors,Professional,12,"$24,541 ",14,Sports Car,"$10,325 ",0,9,14
242,10-Jul-92,28,3,12,"$100,101 ",Yes,F,PhD,Lawyer,31,"$26,830 ",11,Van,"$7,636 ",0,5,10
243,26-Nov-88,32,1,1,"$127,885 ",Yes,F,High School,Lawyer,16,"$32,959 ",15,Van,$337 ,0,7,13
244,25-Jul-70,50,0,12,"$60,331 ",No,M,High School,Blue Collar,19,"$23,566 ",13,Sports Car,"$24,514 ",3,6,8
245,8-Dec-69,51,0,12,"$99,275 ",Yes,M,High School,Home Maker,43,"$19,753 ",15,Minivan,"$23,419 ",3,3,15
246,4-Aug-82,38,0,9,"$36,203 ",No,F,Masters,Doctor,18,"$19,328 ",12,Panel Truck,"$7,975 ",1,0,1
247,12-Jun-84,36,1,10,"$131,460 ",No,M,High School,Clerical,34,"$25,113 ",7,Panel Truck,"$26,797 ",0,2,2
248,22-Oct-01,19,4,10,"$69,071 ",Yes,M,Masters,Clerical,45,"$16,237 ",6,Sports Car,"$8,440 ",0,6,6
249,20-Sep-89,31,2,0,"$142,161 ",Yes,F,PhD,Lawyer,17,"$37,557 ",14,Sports Car,"$24,130 ",0,2,2
250,10-Jun-99,21,3,7,"$54,828 ",No,M,Masters,Clerical,33,"$30,441 ",3,Van,"$2,882 ",0,0,15
251,8-Jan-81,40,0,9,"$107,694 ",Yes,F,Bachelors,Student,25,"$34,082 ",14,Sports Car,"$5,014 ",0,1,15
252,19-Apr-69,51,0,12,"$103,982 ",No,M,Masters,Lawyer,10,"$23,780 ",4,Pickup,"$26,995 ",0,3,4
253,17-Nov-75,45,0,6,"$47,055 ",Yes,M,Bachelors,Clerical,23,"$20,132 ",6,Van,"$19,221 ",3,0,14
254,9-Feb-80,41,1,9,"$92,370 ",No,F,High School,Professional,10,"$19,142 ",8,Panel Truck,"$11,960 ",1,3,9
255,22-Apr-78,42,2,13,"$99,682 ",Yes,M,PhD,Home Maker,24,"$14,670 ",4,Minivan,"$2,216 ",3,10,6
256,7-Dec-92,28,1,13,"$147,169 ",No,M,Bachelors,Clerical,30,"$30,615 ",11,Pickup,"$4,507 ",0,1,2
257,28-Apr-71,49,0,5,"$44,848 ",No,M,Bachelors,Student,21,"$37,963 ",13,Van,"$26,929 ",0,1,5
258,3-Apr-95,25,4,5,"$86,053 ",Yes,M,Bachelors,Manager,33,"$30,650 ",3,Sports Car,"$3,858 ",0,8,11
259,17-Mar-65,55,0,0,"$56,222 ",Yes,M,Bachelors,Home Maker,17,"$24,457 ",15,Minivan,"$20,644 ",3,0,7
260,16-Oct-92,28,0,12,"$133,969 ",No,F,High School,Home Maker,29,"$35,161 ",11,Sports Car,"$12,565 ",0,0,14
261,25-May-01,19,3,11,"$37,086 ",No,M,Masters,Student,16,"$17,658 ",11,Panel Truck,"$5,282 ",0,5,12
262,12-Apr-83,37,2,1,"$76,555 ",No,M,Bachelors,Professional,17,"$28,127 ",2,SUV,"$23,340 ",3,5,3
263,4-Feb-71,50,2,9,"$63,252 ",No,M,Masters,Blue Collar,10,"$33,567 ",1,SUV,"$23,825 ",2,10,7
264,28-Sep-66,54,0,5,"$139,178 ",Yes,M,High School,Professional,21,"$17,844 ",15,Panel Truck,"$24,160 ",2,7,0
265,29-Jun-98,22,3,4,"$49,929 ",Yes,F,PhD,Student,19,"$36,083 ",12,Sports Car,"$17,147 ",0,9,9
266,3-Mar-73,47,3,1,"$77,873 ",No,M,PhD,Blue Collar,32,"$19,941 ",6,Panel Truck,"$21,162 ",0,1,10
267,2-Dec-71,49,3,3,"$92,630 ",No,F,Bachelors,Home Maker,44,"$16,138 ",10,Sports Car,"$19,564 ",2,5,9
268,12-Apr-82,38,4,9,"$110,627 ",No,F,Bachelors,Manager,44,"$33,197 ",1,Sports Car,"$15,714 ",2,3,11
269,23-Aug-01,19,1,11,"$48,599 ",No,F,Masters,Doctor,38,"$38,611 ",14,Minivan,"$12,718 ",3,5,2
270,13-Sep-87,33,2,6,"$116,791 ",Yes,F,PhD,Student,29,"$36,434 ",13,Panel Truck,"$22,787 ",1,2,5
271,29-Jun-78,42,4,12,"$120,942 ",Yes,F,PhD,Lawyer,12,"$32,526 ",5,Sports Car,"$5,654 ",0,5,0
272,12-Nov-91,29,0,8,"$46,452 ",No,M,High School,Lawyer,20,"$21,106 ",15,Van,"$12,644 ",2,6,12
273,13-May-99,21,2,12,"$36,817 ",No,M,Masters,Home Maker,36,"$38,760 ",13,Pickup,"$17,420 ",0,8,2
274,7-Aug-96,24,1,7,"$62,485 ",No,F,Masters,Manager,42,"$20,939 ",5,Minivan,"$9,609 ",0,3,1
275,17-May-93,27,1,4,"$38,184 ",No,F,Bachelors,Professional,29,"$30,549 ",3,Van,"$15,306 ",3,1,7
276,15-May-02,18,0,13,"$72,973 ",No,M,PhD,Blue Collar,34,"$17,607 ",4,SUV,"$23,287 ",3,5,9
277,27-Jul-80,40,2,6,"$31,629 ",Yes,F,Masters,Home Maker,13,"$32,675 ",9,Minivan,"$6,546 ",0,5,13
278,30-Mar-02,18,4,5,"$50,518 ",No,F,High School,Doctor,28,"$31,918 ",8,Van,"$24,812 ",0,6,4
279,8-Apr-94,26,0,3,"$107,491 ",No,M,Masters,Clerical,13,"$32,104 ",10,SUV,"$15,066 ",0,2,1
280,3-Dec-68,52,3,6,"$119,188 ",No,M,PhD,Student,24,"$20,012 ",6,Minivan,"$17,719 ",0,4,3
281,11-Jun-79,41,0,12,"$80,828 ",Yes,M,Bachelors,Blue Collar,45,"$35,222 ",1,Sports Car,"$25,445 ",2,2,10
282,19-Nov-95,25,3,6,"$84,144 ",Yes,F,PhD,Home Maker,15,"$33,009 ",9,Minivan,"$5,552 ",2,7,2
283,17-Feb-76,44,3,8,"$113,415 ",Yes,F,Masters,Doctor,35,"$18,119 ",14,Van,"$19,773 ",1,8,10
284,19-May-99,21,0,0,"$52,475 ",Yes,M,High School,Manager,37,"$27,417 ",3,Panel Truck,"$10,618 ",0,7,7
285,27-May-74,46,2,0,"$88,549 ",No,F,High School,Professional,40,"$17,406 ",3,Minivan,$237 ,0,6,3
286,8-May-75,45,0,13,"$72,396 ",Yes,M,High School,Manager,37,"$33,143 ",1,Van,"$12,787 ",0,8,0
287,17-Dec-99,21,0,5,"$96,913 ",Yes,F,High School,Manager,42,"$24,961 ",14,Van,"$15,963 ",3,9,3
288,14-Apr-93,27,1,10,"$105,226 ",Yes,M,Bachelors,Manager,37,"$25,242 ",15,Van,"$15,685 ",0,0,10
289,15-Jan-02,19,0,11,"$36,144 ",Yes,M,Bachelors,Blue Collar,45,"$14,850 ",6,SUV,"$24,513 ",3,4,13
290,21-Feb-02,18,0,12,"$120,407 ",No,M,Bachelors,Clerical,45,"$24,757 ",8,Van,"$12,601 ",1,3,7
291,11-May-95,25,4,0,"$67,433 ",No,F,PhD,Manager,24,"$39,011 ",14,Sports Car,"$25,880 ",0,9,5
292,20-Sep-70,50,2,13,"$99,257 ",No,M,High School,Doctor,17,"$32,374 ",15,Panel Truck,"$24,930 ",0,9,8
293,20-Jan-65,56,2,3,"$37,336 ",Yes,M,Bachelors,Clerical,32,"$38,431 ",8,SUV,$579 ,0,4,2
294,4-Nov-99,21,2,10,"$114,036 ",Yes,F,PhD,Clerical,20,"$24,552 ",13,Panel Truck,"$12,756 ",0,9,11
295,25-Jul-79,41,0,12,"$63,405 ",Yes,M,Bachelors,Lawyer,20,"$21,156 ",5,SUV,"$4,344 ",3,10,2
296,2-Dec-83,37,1,11,"$122,119 ",No,M,High School,Student,44,"$14,417 ",12,SUV,"$26,624 ",0,0,11
297,30-Mar-80,40,0,13,"$92,830 ",Yes,M,PhD,Lawyer,36,"$26,968 ",3,Minivan,"$22,774 ",3,9,8
298,27-Oct-87,33,1,7,"$79,800 ",No,M,Bachelors,Doctor,11,"$28,201 ",15,Panel Truck,"$15,905 ",0,1,8
299,28-Dec-70,50,1,10,"$115,109 ",Yes,M,PhD,Doctor,34,"$15,717 ",11,Pickup,"$21,904 ",0,8,7
300,19-Apr-92,28,4,3,"$55,194 ",No,F,Masters,Lawyer,25,"$29,782 ",3,Sports Car,"$13,855 ",2,5,2
301,11-May-00,20,3,4,"$32,618 ",Yes,M,High School,Doctor,11,"$20,303 ",9,SUV,"$25,056 ",3,2,14
302,26-Jan-98,23,0,2,"$72,664 ",Yes,M,Bachelors,Lawyer,32,"$25,593 ",9,Sports Car,$930 ,0,10,11
303,7-Jun-93,27,2,1,"$86,784 ",Yes,M,Bachelors,Home Maker,26,"$35,370 ",2,Van,"$4,984 ",2,5,15
304,19-Jun-76,44,0,2,"$55,148 ",No,F,PhD,Home Maker,12,"$24,708 ",6,Panel Truck,"$20,162 ",0,9,9
305,14-Oct-99,21,0,1,"$100,898 ",No,F,High School,Blue Collar,17,"$37,314 ",10,Sports Car,"$20,837 ",2,4,4
306,18-Nov-96,24,1,12,"$114,790 ",Yes,M,PhD,Doctor,34,"$34,130 ",9,Panel Truck,"$10,608 ",0,0,9
307,19-Jul-01,19,2,13,"$63,734 ",Yes,F,Masters,Professional,21,"$20,723 ",3,Sports Car,$456 ,0,8,2
308,22-Jan-87,34,2,1,"$68,284 ",No,M,Masters,Student,33,"$24,051 ",4,Panel Truck,"$2,122 ",3,10,8
309,7-Oct-88,32,0,0,"$65,474 ",No,F,Masters,Student,34,"$21,626 ",12,Van,"$25,708 ",0,7,10
310,7-Sep-74,46,0,10,"$54,493 ",No,F,Bachelors,Lawyer,16,"$34,696 ",14,SUV,"$18,394 ",0,2,3
311,5-Nov-73,47,2,8,"$73,705 ",No,F,Bachelors,Blue Collar,21,"$33,000 ",13,Sports Car,"$1,229 ",0,0,1
312,10-Sep-86,34,3,12,"$49,397 ",Yes,F,Masters,Blue Collar,14,"$38,783 ",14,Panel Truck,"$15,699 ",2,8,5
313,22-Feb-82,38,0,11,"$101,398 ",No,M,PhD,Doctor,30,"$23,463 ",14,SUV,"$9,082 ",0,0,9
314,26-Dec-78,42,1,6,"$89,549 ",Yes,M,High School,Home Maker,11,"$20,608 ",2,SUV,"$4,867 ",0,10,7
315,17-Feb-83,37,2,1,"$117,497 ",Yes,F,Masters,Manager,27,"$21,058 ",3,Van,"$13,274 ",3,4,10
316,29-Jan-02,19,3,11,"$33,046 ",No,M,PhD,Professional,28,"$28,952 ",10,SUV,"$4,223 ",1,0,0
317,30-May-88,32,0,9,"$139,501 ",Yes,M,High School,Lawyer,38,"$32,487 ",10,Pickup,"$22,872 ",2,10,10
318,23-Mar-88,32,2,5,"$123,822 ",Yes,F,Masters,Clerical,44,"$36,729 ",10,SUV,"$10,077 ",1,10,2
319,4-May-85,35,3,10,"$142,622 ",No,F,Bachelors,Blue Collar,35,"$18,629 ",5,Pickup,"$13,125 ",1,4,5
320,9-Jun-88,32,1,1,"$49,028 ",Yes,M,Bachelors,Home Maker,45,"$19,995 ",13,Panel Truck,"$15,896 ",2,0,5
321,31-Jan-76,45,2,4,"$112,140 ",No,M,High School,Clerical,39,"$17,689 ",10,Sports Car,"$13,022 ",3,5,13
322,18-Sep-83,37,4,10,"$39,867 ",No,M,PhD,Manager,40,"$39,362 ",13,Panel Truck,"$6,241 ",0,6,6
323,23-Aug-81,39,0,13,"$124,080 ",No,F,Masters,Home Maker,31,"$24,812 ",3,SUV,"$20,994 ",0,2,4
324,3-Oct-82,38,0,7,"$66,471 ",No,F,Bachelors,Blue Collar,21,"$17,806 ",13,Van,"$3,899 ",0,5,5
325,26-Mar-03,17,1,13,"$140,700 ",Yes,M,Bachelors,Clerical,32,"$23,200 ",9,Sports Car,"$3,555 ",0,0,8
326,22-Feb-81,39,0,7,"$123,940 ",No,M,Bachelors,Home Maker,22,"$19,343 ",9,Sports Car,"$8,722 ",1,9,2
327,14-Nov-79,41,4,3,"$111,548 ",Yes,M,High School,Blue Collar,15,"$28,932 ",7,Sports Car,"$2,809 ",3,5,6
328,30-Sep-97,23,1,11,"$102,556 ",No,F,Masters,Student,17,"$31,549 ",15,Pickup,"$18,008 ",0,0,11
329,6-Aug-94,26,0,6,"$89,836 ",No,F,PhD,Blue Collar,40,"$15,847 ",3,Sports Car,"$6,172 ",0,7,15
330,30-Jan-81,40,0,6,"$59,791 ",No,M,PhD,Clerical,34,"$18,968 ",15,Sports Car,"$1,443 ",0,0,1
331,26-Jun-84,36,3,1,"$79,713 ",No,M,High School,Manager,16,"$30,697 ",7,Minivan,"$7,568 ",0,0,6
332,13-Aug-97,23,0,12,"$143,628 ",No,F,High School,Clerical,27,"$36,569 ",7,Sports Car,"$14,635 ",2,8,4
333,8-Mar-92,28,3,2,"$49,259 ",No,F,PhD,Home Maker,33,"$33,761 ",5,Panel Truck,"$3,733 ",3,0,11
334,23-Jul-86,34,3,2,"$37,995 ",Yes,M,Masters,Manager,17,"$21,065 ",6,Minivan,"$4,850 ",0,1,15
335,12-Dec-89,31,1,2,"$94,144 ",No,F,High School,Professional,26,"$31,868 ",3,Sports Car,"$9,653 ",0,7,6
336,11-Sep-00,20,4,5,"$67,492 ",Yes,F,High School,Lawyer,24,"$25,707 ",12,Sports Car,"$25,884 ",3,6,13
337,16-Jan-93,28,0,10,"$141,297 ",Yes,M,Masters,Student,24,"$28,625 ",13,Pickup,"$12,510 ",0,9,14
338,15-Oct-90,30,3,2,"$100,861 ",Yes,M,Bachelors,Lawyer,23,"$33,892 ",11,Panel Truck,"$9,775 ",0,2,6
339,8-Jan-67,54,1,10,"$30,526 ",No,F,PhD,Manager,40,"$26,927 ",1,Van,"$8,703 ",2,0,0
340,9-Aug-78,42,2,12,"$127,860 ",Yes,F,High School,Manager,43,"$38,238 ",12,Panel Truck,"$9,476 ",0,0,4
341,8-Aug-93,27,0,0,"$33,141 ",Yes,F,Masters,Clerical,33,"$25,556 ",12,SUV,"$1,340 ",3,4,8
342,13-Jul-81,39,0,2,"$73,063 ",Yes,M,Masters,Blue Collar,40,"$32,197 ",3,Minivan,"$6,616 ",2,7,12
343,21-Dec-90,30,0,1,"$93,197 ",Yes,M,Bachelors,Manager,25,"$36,786 ",10,Minivan,"$11,229 ",0,3,0
344,14-Jun-74,46,0,8,"$139,025 ",Yes,M,High School,Manager,26,"$28,513 ",12,SUV,"$5,458 ",0,3,13
345,1-Oct-70,50,0,13,"$68,222 ",Yes,M,Masters,Clerical,13,"$33,445 ",5,Pickup,"$12,994 ",0,2,7
346,3-Dec-00,20,1,13,"$126,696 ",No,M,Bachelors,Lawyer,35,"$22,835 ",7,Minivan,$681 ,2,6,7
347,11-Sep-91,29,3,2,"$146,567 ",Yes,M,PhD,Professional,21,"$31,430 ",10,Sports Car,"$20,993 ",0,2,8
348,22-Dec-96,24,0,7,"$53,495 ",No,F,High School,Blue Collar,23,"$16,502 ",12,SUV,"$1,311 ",3,6,3
349,1-Aug-72,48,1,13,"$107,694 ",Yes,F,PhD,Student,30,"$19,949 ",10,Pickup,"$3,416 ",0,1,14
350,24-Jan-78,43,0,1,"$120,020 ",Yes,M,Bachelors,Doctor,40,"$20,611 ",4,Van,"$18,338 ",2,0,4
351,18-Jul-76,44,4,7,"$116,532 ",Yes,M,Bachelors,Manager,20,"$26,744 ",5,SUV,$671 ,1,9,6
352,6-Nov-67,53,0,0,"$78,455 ",Yes,M,PhD,Blue Collar,33,"$18,167 ",4,Panel Truck,"$4,414 ",0,3,15
353,6-Jan-96,25,0,9,"$56,542 ",Yes,M,Masters,Doctor,39,"$32,316 ",10,SUV,"$3,300 ",0,3,10
354,1-Aug-65,55,4,3,"$48,346 ",Yes,M,PhD,Doctor,29,"$19,887 ",13,Minivan,"$14,289 ",1,0,9
355,26-Jun-73,47,0,7,"$41,475 ",No,F,PhD,Clerical,27,"$23,475 ",6,SUV,"$4,050 ",2,2,15
356,8-Oct-92,28,3,8,"$37,682 ",Yes,F,Masters,Doctor,11,"$22,988 ",11,Pickup,"$11,808 ",0,10,2
357,2-Jul-77,43,1,13,"$57,815 ",Yes,F,Bachelors,Doctor,31,"$39,292 ",9,Sports Car,"$11,582 ",0,3,9
358,7-May-93,27,3,0,"$85,005 ",No,F,High School,Blue Collar,21,"$29,649 ",2,SUV,"$25,112 ",3,4,9
359,21-Mar-86,34,0,10,"$104,912 ",No,M,PhD,Clerical,39,"$15,359 ",1,Van,"$5,998 ",0,3,10
360,17-Feb-00,20,2,2,"$76,758 ",Yes,F,Masters,Lawyer,39,"$14,947 ",15,SUV,"$6,974 ",0,0,4
361,19-Jun-01,19,0,0,"$84,193 ",Yes,F,PhD,Home Maker,10,"$25,861 ",3,Minivan,"$14,612 ",3,7,14
362,7-Aug-97,23,0,8,"$93,626 ",No,M,PhD,Manager,37,"$14,472 ",1,SUV,"$2,837 ",0,5,8
363,21-Nov-97,23,0,13,"$146,776 ",No,F,Masters,Home Maker,14,"$32,346 ",5,Pickup,"$14,877 ",1,6,1
364,5-May-88,32,2,12,"$71,204 ",Yes,F,Bachelors,Manager,23,"$31,447 ",15,Sports Car,"$19,641 ",0,4,11
365,5-Nov-93,27,0,8,"$40,036 ",Yes,M,Bachelors,Home Maker,24,"$34,855 ",12,Sports Car,"$17,326 ",0,2,3
366,10-Mar-71,49,3,2,"$141,393 ",No,M,Masters,Student,30,"$32,185 ",6,Panel Truck,"$6,457 ",0,3,6
367,6-Aug-03,17,0,2,"$45,138 ",Yes,M,Masters,Lawyer,39,"$29,808 ",4,SUV,"$10,042 ",0,7,8
368,27-Oct-65,55,0,5,"$66,558 ",No,F,High School,Manager,19,"$33,970 ",15,SUV,"$16,794 ",0,1,8
369,5-Feb-67,54,0,7,"$140,865 ",No,F,PhD,Doctor,11,"$20,111 ",13,Minivan,"$11,929 ",0,4,0
370,22-Aug-98,22,0,11,"$136,095 ",Yes,M,High School,Manager,28,"$27,258 ",2,Pickup,"$24,289 ",0,9,15
371,22-Nov-81,39,3,8,"$144,625 ",No,M,PhD,Student,39,"$36,995 ",8,Sports Car,"$3,667 ",0,9,7
372,6-Jan-83,38,0,6,"$145,849 ",Yes,F,Bachelors,Blue Collar,18,"$19,564 ",10,Van,"$22,356 ",3,6,5
373,21-Mar-86,34,0,12,"$52,429 ",No,F,PhD,Lawyer,45,"$35,315 ",8,Minivan,"$1,738 ",3,5,6
374,21-Dec-88,32,0,5,"$34,520 ",Yes,F,PhD,Clerical,35,"$27,837 ",11,Panel Truck,"$25,463 ",0,1,10
375,13-Feb-85,35,0,0,"$55,980 ",No,F,Masters,Blue Collar,25,"$21,959 ",11,Van,"$5,963 ",0,3,13
376,26-Nov-69,51,2,0,"$137,967 ",Yes,M,PhD,Manager,10,"$19,794 ",15,Van,"$15,882 ",3,2,9
377,10-Nov-77,43,2,5,"$43,060 ",Yes,F,Masters,Blue Collar,37,"$38,992 ",15,SUV,"$26,012 ",0,1,3
378,31-Mar-88,32,3,8,"$124,433 ",No,M,Bachelors,Professional,25,"$36,359 ",10,Van,"$20,107 ",0,3,0
379,6-Jan-72,49,0,12,"$112,311 ",No,M,PhD,Home Maker,40,"$25,838 ",4,Van,"$26,301 ",3,9,2
380,18-Jul-82,38,0,2,"$110,367 ",No,M,High School,Blue Collar,38,"$22,638 ",4,SUV,"$24,828 ",0,6,1
381,16-May-89,31,2,7,"$128,472 ",No,F,Masters,Professional,28,"$34,526 ",12,Sports Car,"$13,055 ",1,2,8
382,9-Mar-88,32,2,2,"$134,454 ",Yes,M,Masters,Student,39,"$33,794 ",8,Minivan,"$10,652 ",1,1,11
383,17-Aug-70,50,1,9,"$98,610 ",Yes,F,High School,Lawyer,43,"$38,071 ",2,Pickup,"$6,603 ",3,9,7
384,14-Jan-83,38,0,8,"$30,247 ",Yes,F,Bachelors,Manager,24,"$37,408 ",8,Minivan,"$19,173 ",0,1,4
385,22-Jan-69,52,0,6,"$91,398 ",Yes,F,PhD,Clerical,39,"$22,880 ",6,Van,"$6,557 ",0,5,13
386,15-Nov-91,29,1,12,"$57,343 ",No,M,Masters,Manager,26,"$23,327 ",2,Van,"$8,829 ",2,2,4
387,21-Sep-88,32,0,13,"$122,317 ",No,F,High School,Lawyer,22,"$36,318 ",11,Panel Truck,"$8,689 ",0,0,7
388,24-Apr-79,41,3,13,"$124,681 ",No,F,Masters,Doctor,29,"$30,409 ",8,Van,"$5,040 ",0,2,0
389,4-Aug-70,50,1,3,"$35,725 ",Yes,M,Masters,Lawyer,32,"$29,506 ",2,Van,"$10,000 ",0,1,15
390,30-Sep-65,55,2,13,"$67,424 ",No,M,High School,Manager,41,"$35,190 ",6,Sports Car,"$15,999 ",2,9,2
391,24-Jun-00,20,0,12,"$72,739 ",No,M,High School,Manager,22,"$21,843 ",14,Minivan,"$5,123 ",2,8,9
392,27-Oct-92,28,0,5,"$76,922 ",Yes,M,High School,Doctor,32,"$24,281 ",2,SUV,"$4,226 ",2,3,15
393,28-Jul-82,38,0,5,"$122,035 ",Yes,M,PhD,Home Maker,40,"$18,585 ",5,SUV,"$4,231 ",0,6,7
394,31-Mar-67,53,0,13,"$68,241 ",No,F,High School,Professional,30,"$14,201 ",13,Panel Truck,"$8,359 ",3,1,15
395,21-Apr-89,31,2,2,"$135,173 ",No,M,Bachelors,Manager,34,"$27,293 ",12,Sports Car,"$3,323 ",1,7,12
396,16-Oct-84,36,2,1,"$54,774 ",No,F,PhD,Home Maker,37,"$14,605 ",3,Sports Car,"$14,353 ",0,8,10
397,24-Aug-73,47,3,13,"$85,648 ",Yes,F,Bachelors,Doctor,42,"$34,167 ",2,Minivan,"$9,558 ",0,0,0
398,15-Apr-89,31,4,11,"$129,531 ",Yes,F,Bachelors,Professional,36,"$37,184 ",10,SUV,"$10,236 ",1,9,1
399,20-Apr-97,23,0,9,"$34,272 ",No,M,Bachelors,Professional,42,"$28,846 ",8,Minivan,"$15,200 ",0,4,8
400,15-Nov-87,33,1,7,"$94,231 ",No,M,High School,Manager,17,"$18,132 ",2,SUV,"$24,454 ",0,9,14
